date,men_20_24_rate,women_20_24_rate,men_25plus_rate,women_25plus_rate,men_25_34_rate,women_25_34_rate,men_35_44_rate,women_35_44_rate,men_45_54_rate,women_45_54_rate,men_55plus_rate,women_55plus_rate,20_plus_overall_rate,20_plus_men_rate,20_plus_women_rate
1994-01-01,11.3,10.4,5.3,5.2,6.7,6.3,5.0,5.3,4.3,4.1,4.6,4.3,6.23,6.2,5.933333333333334
1994-02-01,10.6,9.6,5.4,5.2,6.7,6.8,5.0,4.9,4.6,4.1,4.8,4.2,6.130000000000001,6.183333333333333,5.800000000000001
1994-03-01,10.9,10.0,5.1,5.3,6.2,6.9,5.1,5.0,3.8,4.2,4.6,4.2,6.090000000000001,5.949999999999999,5.933333333333334
1994-04-01,10.6,9.6,4.9,5.1,6.2,6.8,4.5,4.6,4.1,3.7,4.4,4.2,5.87,5.783333333333332,5.666666666666667
1994-05-01,10.1,9.1,4.7,4.9,6.0,6.0,4.2,4.6,3.6,4.6,4.3,3.8,5.63,5.483333333333333,5.5
1994-06-01,10.0,9.1,4.7,4.9,5.6,6.0,4.4,4.8,4.3,4.2,4.1,3.8,5.630000000000001,5.516666666666666,5.466666666666666
1994-07-01,10.4,8.8,4.9,4.7,5.8,5.8,4.4,4.8,4.3,3.9,4.5,3.5,5.62,5.716666666666666,5.25
1994-08-01,10.5,9.3,4.8,4.8,5.7,6.0,4.5,4.7,4.2,3.9,4.3,3.8,5.6899999999999995,5.666666666666667,5.416666666666667
1994-09-01,9.5,9.0,4.5,4.9,5.4,5.9,4.4,5.2,3.9,3.8,3.9,3.7,5.470000000000001,5.266666666666666,5.416666666666667
1994-10-01,9.5,8.5,4.6,4.6,5.6,5.9,4.2,4.4,3.9,3.9,4.3,3.7,5.390000000000001,5.349999999999999,5.166666666666666
1994-11-01,9.5,8.8,4.4,4.5,5.1,5.9,4.0,4.3,3.9,3.6,4.0,3.7,5.28,5.1499999999999995,5.133333333333334
1994-12-01,8.8,8.2,4.2,4.4,5.3,5.6,4.0,4.2,3.5,3.3,3.7,3.6,5.0200000000000005,4.916666666666667,4.883333333333334
1995-01-01,9.1,8.0,4.4,4.5,5.5,6.0,4.4,4.1,3.2,3.4,3.8,3.8,5.13,5.066666666666666,4.966666666666667
1995-02-01,8.2,8.8,4.1,4.3,4.9,5.5,4.1,4.2,3.4,3.4,3.6,3.6,4.970000000000001,4.716666666666666,4.966666666666667
1995-03-01,8.8,9.4,4.1,4.3,4.7,5.7,4.0,4.3,3.8,3.1,3.6,3.1,5.050000000000001,4.833333333333334,4.983333333333333
1995-04-01,8.8,9.0,4.4,4.7,5.1,6.4,4.4,4.6,3.5,3.2,4.1,3.5,5.26,5.050000000000001,5.233333333333333
1995-05-01,8.9,8.4,4.6,4.3,5.6,5.7,4.5,4.6,3.4,2.9,4.0,3.6,5.16,5.166666666666667,4.916666666666667
1995-06-01,9.1,9.0,4.3,4.5,5.1,5.9,4.3,4.5,3.4,3.1,3.9,3.7,5.200000000000001,5.016666666666667,5.116666666666666
1995-07-01,9.0,9.4,4.3,4.5,5.1,5.5,4.3,4.7,3.4,3.3,3.8,3.7,5.220000000000001,4.983333333333333,5.183333333333333
1995-08-01,10.4,9.1,4.3,4.4,4.9,5.6,4.4,4.4,3.5,3.3,3.7,3.8,5.3100000000000005,5.2,5.1000000000000005
1995-09-01,9.7,10.1,4.3,4.4,5.4,5.6,3.9,4.5,3.4,3.1,4.0,3.1,5.279999999999999,5.116666666666666,5.133333333333334
1995-10-01,9.3,9.7,4.0,4.5,4.5,5.6,4.2,4.8,3.4,3.1,3.4,3.7,5.17,4.8,5.233333333333333
1995-11-01,9.2,8.3,4.4,4.3,5.3,5.4,4.4,4.3,3.5,3.4,3.7,3.9,5.14,5.083333333333333,4.933333333333333
1995-12-01,9.5,8.7,4.3,4.3,5.4,5.3,4.2,4.2,3.5,3.3,3.3,3.9,5.129999999999999,5.033333333333334,4.95
1996-01-01,9.6,10.4,4.2,4.4,5.5,5.5,4.0,4.3,3.5,3.7,3.5,3.8,5.38,5.05,5.3500000000000005
1996-02-01,10.4,8.8,4.2,4.3,5.2,5.5,4.0,4.1,3.7,3.1,3.4,3.9,5.21,5.1499999999999995,4.95
1996-03-01,9.9,8.8,4.3,4.2,5.3,5.2,4.1,4.1,3.5,3.2,3.4,3.8,5.13,5.083333333333333,4.883333333333333
1996-04-01,9.9,8.2,4.3,4.4,5.2,5.5,4.4,4.1,3.7,3.4,3.1,3.8,5.13,5.1,4.9
1996-05-01,10.3,8.8,4.3,4.4,5.2,5.9,4.0,4.0,3.7,3.5,3.5,3.8,5.2700000000000005,5.166666666666667,5.066666666666667
1996-06-01,9.7,8.6,4.0,4.2,5.0,5.1,3.8,4.1,3.3,3.5,3.5,3.5,5.01,4.883333333333334,4.833333333333333
1996-07-01,9.6,9.5,4.0,4.3,4.9,5.6,3.9,4.4,3.1,3.0,3.8,3.5,5.13,4.883333333333334,5.05
1996-08-01,8.2,8.8,3.8,4.2,4.4,5.6,3.9,4.2,3.3,2.9,3.3,2.8,4.739999999999999,4.483333333333333,4.75
1996-09-01,8.9,8.9,4.0,4.1,4.5,5.4,4.2,4.1,3.5,2.9,3.3,3.4,4.91,4.733333333333333,4.8
1996-10-01,8.5,9.2,3.8,4.2,4.4,5.4,3.8,4.4,3.5,3.0,3.0,3.4,4.86,4.500000000000001,4.933333333333333
1996-11-01,9.1,9.1,4.0,4.3,4.5,5.7,4.2,4.7,3.5,2.9,3.1,2.9,4.970000000000001,4.733333333333333,4.933333333333333
1996-12-01,9.0,9.1,3.8,4.6,4.2,6.2,3.8,4.4,3.3,3.4,3.2,3.4,5.0,4.55,5.183333333333333
1997-01-01,10.0,8.8,3.9,4.1,4.3,5.7,4.2,4.2,3.5,2.9,3.2,3.0,4.98,4.85,4.783333333333333
1997-02-01,8.6,8.6,3.9,4.2,4.5,5.8,4.1,4.2,3.2,3.1,3.2,2.9,4.82,4.583333333333333,4.8
1997-03-01,9.0,8.7,3.8,4.1,4.5,5.5,3.9,4.2,3.1,3.1,3.3,2.9,4.819999999999999,4.6000000000000005,4.749999999999999
1997-04-01,8.9,9.1,3.8,3.9,4.5,5.2,4.0,3.6,3.0,2.9,3.0,3.0,4.720000000000001,4.533333333333333,4.616666666666666
1997-05-01,7.7,8.8,3.6,4.0,4.4,5.3,3.3,4.1,3.2,2.8,3.1,3.0,4.569999999999999,4.216666666666667,4.666666666666667
1997-06-01,8.2,8.4,3.7,3.9,4.4,5.2,3.7,3.8,3.3,2.9,3.3,3.0,4.62,4.433333333333333,4.533333333333333
1997-07-01,8.0,7.4,3.5,3.8,4.1,5.4,3.5,3.7,3.2,2.7,2.9,2.9,4.38,4.2,4.316666666666666
1997-08-01,8.5,7.7,3.5,3.9,4.3,5.3,3.3,4.0,3.0,2.8,3.2,2.9,4.5,4.3,4.433333333333333
1997-09-01,9.1,7.4,3.5,4.0,4.1,5.1,3.4,3.9,3.1,3.2,2.9,3.4,4.56,4.35,4.499999999999999
1997-10-01,9.3,7.7,3.4,3.7,3.7,5.1,3.4,4.0,3.3,2.4,2.9,2.8,4.459999999999999,4.333333333333333,4.283333333333333
1997-11-01,9.4,7.5,3.2,3.6,4.1,4.6,3.0,3.9,2.7,2.8,2.8,2.6,4.34,4.2,4.166666666666667
1997-12-01,9.2,7.8,3.5,3.7,4.1,4.5,3.5,4.2,3.0,2.9,3.3,2.1,4.46,4.433333333333333,4.2
1998-01-01,8.7,9.5,3.3,3.7,3.8,4.7,3.3,4.2,2.9,2.8,3.0,2.3,4.52,4.166666666666667,4.533333333333333
1998-02-01,8.6,8.0,3.2,3.8,3.9,4.7,2.9,4.1,2.9,3.3,2.8,2.5,4.37,4.05,4.4
1998-03-01,8.2,7.6,3.4,3.8,4.1,5.4,3.1,4.0,3.1,2.8,2.9,2.4,4.359999999999999,4.133333333333334,4.333333333333333
1998-04-01,7.6,7.5,3.1,3.7,3.6,4.6,2.8,3.8,3.0,2.6,2.8,2.4,4.069999999999999,3.8166666666666664,4.1
1998-05-01,8.1,7.0,3.1,3.5,3.6,4.9,3.0,3.9,2.9,2.2,2.6,2.5,4.07,3.883333333333333,4.0
1998-06-01,8.1,8.0,3.2,3.5,3.8,4.9,3.1,3.7,3.0,2.4,2.6,2.5,4.21,3.9666666666666672,4.166666666666666
1998-07-01,8.4,7.9,3.3,3.4,4.3,4.5,3.0,3.5,3.0,2.6,2.9,2.6,4.2700000000000005,4.1499999999999995,4.083333333333334
1998-08-01,8.6,8.3,3.1,3.5,3.9,4.6,3.1,3.4,2.7,2.7,2.6,2.7,4.26,4.0,4.199999999999999
1998-09-01,8.9,7.9,3.2,3.6,4.1,4.8,3.0,3.5,2.6,2.7,3.0,2.5,4.3,4.133333333333334,4.166666666666667
1998-10-01,7.4,7.1,3.2,3.7,4.1,5.3,3.0,3.5,2.5,2.8,2.8,2.6,4.11,3.833333333333334,4.166666666666667
1998-11-01,6.7,7.0,3.1,3.7,3.9,4.6,2.8,4.0,2.5,2.9,3.0,3.0,4.04,3.6666666666666665,4.199999999999999
1998-12-01,7.3,6.9,3.1,3.5,3.8,4.5,3.0,3.6,2.6,2.6,3.0,2.7,4.0,3.8000000000000003,3.966666666666667
1999-01-01,7.4,6.8,3.0,3.4,3.7,4.5,2.8,3.3,2.6,2.7,2.8,3.0,3.9599999999999995,3.7166666666666672,3.9499999999999997
1999-02-01,7.6,7.8,3.2,3.4,3.8,4.6,3.0,3.4,3.0,2.5,2.9,2.7,4.13,3.9166666666666665,4.066666666666666
1999-03-01,7.0,7.5,2.8,3.4,3.5,4.7,2.6,3.2,2.5,2.5,2.6,3.0,3.91,3.5,4.05
1999-04-01,8.0,7.1,2.9,3.7,3.7,4.6,2.8,3.6,2.5,2.7,2.7,3.0,4.07,3.766666666666667,4.116666666666666
1999-05-01,8.0,6.7,3.1,3.2,3.6,4.2,3.2,3.2,2.5,2.5,2.8,2.8,3.9499999999999993,3.8666666666666667,3.766666666666667
1999-06-01,8.4,6.9,3.0,3.5,3.6,4.4,3.0,3.6,2.4,2.3,2.8,3.5,4.09,3.8666666666666667,4.033333333333334
1999-07-01,8.2,7.3,3.0,3.5,3.6,4.8,2.9,3.3,2.5,2.7,3.1,3.0,4.14,3.8833333333333333,4.1000000000000005
1999-08-01,7.6,7.1,3.1,3.3,3.8,4.1,2.9,3.5,2.6,2.5,2.9,2.4,3.939999999999999,3.8166666666666664,3.8166666666666664
1999-09-01,7.3,7.5,3.0,3.2,3.6,4.4,2.8,3.4,2.6,2.4,3.0,2.0,3.9,3.716666666666667,3.8166666666666664
1999-10-01,8.0,7.2,3.0,3.1,3.8,4.1,2.6,3.3,2.6,2.3,2.8,2.5,3.9199999999999995,3.8000000000000007,3.75
1999-11-01,7.3,7.9,2.8,3.1,3.4,4.3,2.5,3.1,2.7,2.5,2.5,2.6,3.8800000000000003,3.533333333333333,3.9166666666666674
1999-12-01,7.8,6.8,2.8,3.1,3.1,4.3,2.6,3.0,2.9,2.5,2.5,2.6,3.81,3.6166666666666667,3.716666666666667
2000-01-01,7.5,7.5,2.8,3.2,3.3,3.9,2.7,3.4,2.6,2.7,2.5,3.0,3.91,3.566666666666667,3.9499999999999997
2000-02-01,7.4,7.8,3.0,3.1,3.5,3.6,3.0,3.3,2.4,2.3,2.7,3.0,3.9,3.666666666666666,3.85
2000-03-01,7.3,7.6,2.8,3.2,3.5,4.0,2.8,3.6,2.1,2.3,2.7,2.6,3.8500000000000005,3.533333333333333,3.883333333333334
2000-04-01,7.2,7.1,2.7,3.1,3.2,3.9,2.7,3.5,2.2,2.0,2.6,1.9,3.63,3.4333333333333336,3.5833333333333335
2000-05-01,8.1,7.8,2.8,3.2,3.6,4.1,2.6,3.5,2.2,2.5,2.6,2.6,3.96,3.65,3.9500000000000006
2000-06-01,6.8,8.3,2.8,3.2,3.2,4.1,3.0,3.2,2.5,2.6,2.2,2.5,3.8400000000000007,3.4166666666666665,3.983333333333334
2000-07-01,7.2,6.8,2.8,3.3,3.5,4.4,2.6,3.6,2.5,2.4,2.5,2.4,3.79,3.516666666666667,3.8166666666666664
2000-08-01,6.8,6.3,2.8,3.5,3.2,4.6,2.7,3.6,2.8,2.6,2.6,2.6,3.7800000000000002,3.483333333333334,3.866666666666667
2000-09-01,7.0,6.1,2.9,3.2,3.5,4.0,2.7,3.2,2.6,2.6,2.7,2.6,3.7000000000000006,3.566666666666667,3.616666666666667
2000-10-01,7.2,6.1,2.9,3.0,3.4,3.9,2.7,2.8,2.5,2.6,2.8,2.7,3.6700000000000004,3.5833333333333335,3.516666666666667
2000-11-01,7.3,6.3,2.9,3.1,3.3,4.1,2.9,2.9,2.4,2.4,2.9,3.0,3.75,3.616666666666666,3.633333333333333
2000-12-01,7.3,6.6,2.9,2.9,3.4,4.0,2.9,2.8,2.5,2.6,2.8,1.9,3.679999999999999,3.6333333333333333,3.466666666666667
2001-01-01,7.7,6.8,3.1,3.3,3.8,4.4,2.9,3.3,2.6,2.7,3.0,2.5,3.97,3.85,3.8333333333333335
2001-02-01,8.3,6.3,3.1,3.4,3.6,4.4,3.0,3.2,2.8,2.9,2.9,2.6,4.0,3.9499999999999997,3.8000000000000003
2001-03-01,8.8,6.4,3.2,3.2,3.8,4.4,3.1,3.2,2.8,2.8,2.9,2.4,4.06,4.1000000000000005,3.733333333333334
2001-04-01,8.5,7.7,3.4,3.3,4.0,4.6,3.3,2.8,3.0,2.7,2.8,2.5,4.1899999999999995,4.166666666666667,3.933333333333333
2001-05-01,9.0,7.1,3.3,3.4,4.0,4.6,3.4,3.4,2.8,2.9,2.8,2.4,4.24,4.216666666666667,3.9666666666666663
2001-06-01,9.4,7.0,3.4,3.5,4.2,4.9,3.3,3.6,3.0,2.7,2.8,2.6,4.35,4.3500000000000005,4.05
2001-07-01,8.4,7.3,3.5,3.5,4.0,4.7,3.7,3.6,3.1,2.8,3.1,2.6,4.33,4.300000000000001,4.083333333333334
2001-08-01,9.5,8.3,3.8,3.8,4.6,5.0,3.7,3.8,3.4,3.1,3.2,2.7,4.73,4.699999999999999,4.45
2001-09-01,8.5,8.3,3.8,4.0,4.6,4.9,3.9,4.1,3.1,3.2,3.4,3.1,4.71,4.55,4.6000000000000005
2001-10-01,9.6,8.6,4.2,4.2,4.7,5.8,4.3,4.1,4.0,3.4,3.8,3.1,5.14,5.1000000000000005,4.866666666666667
2001-11-01,10.2,8.3,4.4,4.4,5.1,6.5,4.3,4.7,4.1,3.1,4.0,3.1,5.34,5.3500000000000005,5.0166666666666675
2001-12-01,10.4,8.9,4.4,4.5,5.4,6.5,4.3,4.6,3.9,3.4,4.1,3.3,5.48,5.416666666666667,5.2
2002-01-01,10.5,9.0,4.6,4.5,5.6,6.0,4.5,4.6,4.0,3.6,3.9,3.2,5.49,5.516666666666667,5.15
2002-02-01,10.6,8.7,4.5,4.6,5.5,6.2,4.2,4.5,4.1,3.8,4.2,3.3,5.51,5.516666666666667,5.183333333333334
2002-03-01,11.3,9.2,4.5,4.5,5.8,5.8,4.3,4.6,4.1,3.7,3.6,3.6,5.6,5.6000000000000005,5.233333333333333
2002-04-01,10.4,9.5,4.8,4.8,6.0,6.3,4.5,4.9,4.2,3.8,4.2,3.6,5.74,5.683333333333334,5.483333333333333
2002-05-01,9.6,8.5,4.8,4.8,5.7,6.2,4.4,5.1,4.4,4.1,4.3,3.5,5.58,5.533333333333332,5.366666666666667
2002-06-01,9.4,9.1,4.8,4.6,6.2,5.5,4.2,4.5,4.5,4.3,4.2,3.8,5.57,5.55,5.3
2002-07-01,9.8,9.5,4.7,4.5,5.8,5.8,4.7,4.4,4.2,4.3,3.9,3.5,5.59,5.516666666666667,5.333333333333333
2002-08-01,10.0,8.9,4.6,4.5,5.6,6.1,4.4,4.4,4.3,3.6,4.1,3.7,5.51,5.5,5.2
2002-09-01,10.0,8.7,4.6,4.4,5.6,5.8,4.5,4.7,4.1,3.6,4.1,3.5,5.46,5.483333333333333,5.116666666666666
2002-10-01,10.3,9.7,4.7,4.5,5.7,5.6,4.9,4.7,4.0,3.9,4.0,3.7,5.65,5.6000000000000005,5.349999999999999
2002-11-01,10.0,9.2,5.0,4.5,6.2,5.8,5.0,4.8,4.2,3.7,4.0,3.5,5.640000000000001,5.733333333333333,5.25
2002-12-01,10.2,9.3,5.0,4.6,6.1,6.1,4.8,4.7,4.6,3.5,4.4,3.9,5.76,5.849999999999999,5.3500000000000005
2003-01-01,9.8,9.0,5.0,4.4,6.2,5.7,4.8,4.4,4.4,3.4,4.4,3.9,5.6,5.766666666666667,5.133333333333333
2003-02-01,9.7,9.4,5.0,4.6,5.6,6.0,5.0,5.4,4.6,3.3,4.4,3.3,5.67,5.716666666666666,5.333333333333333
2003-03-01,9.2,9.1,4.9,4.6,5.7,5.8,4.8,4.8,4.7,4.1,4.4,3.5,5.609999999999999,5.616666666666667,5.316666666666666
2003-04-01,10.9,9.5,5.1,4.6,5.9,5.9,5.2,4.4,4.6,3.8,4.6,3.7,5.8500000000000005,6.05,5.316666666666666
2003-05-01,11.4,9.4,5.2,4.6,6.1,6.1,5.3,4.9,4.6,3.5,4.6,3.9,5.9799999999999995,6.2,5.3999999999999995
2003-06-01,11.4,9.3,5.4,4.7,6.5,6.1,5.5,5.1,4.3,3.7,5.3,3.6,6.08,6.3999999999999995,5.416666666666667
2003-07-01,11.9,9.0,5.2,4.6,6.4,5.8,5.3,5.0,4.3,3.7,4.5,3.8,5.969999999999999,6.266666666666667,5.316666666666666
2003-08-01,10.5,10.0,5.3,4.6,6.8,5.8,5.2,4.7,4.4,3.9,4.4,3.9,5.96,6.1000000000000005,5.483333333333333
2003-09-01,11.1,9.7,5.1,4.7,6.6,6.0,4.9,4.8,4.3,4.1,4.2,3.7,5.94,6.033333333333332,5.5
2003-10-01,10.5,9.1,5.0,4.7,6.5,6.0,4.9,5.2,4.4,3.7,4.0,3.6,5.790000000000001,5.883333333333333,5.383333333333333
2003-11-01,11.1,9.4,5.0,4.5,6.1,5.8,4.8,4.9,4.5,3.4,4.2,3.7,5.790000000000001,5.95,5.283333333333333
2003-12-01,10.3,8.6,4.6,4.7,5.9,5.9,4.5,5.0,3.9,3.8,3.9,3.6,5.54,5.516666666666667,5.2666666666666675
2004-01-01,10.4,8.8,4.5,4.6,5.8,5.9,4.4,4.5,4.0,4.0,3.5,3.8,5.51,5.433333333333334,5.266666666666667
2004-02-01,10.0,8.9,4.5,4.5,5.9,5.4,4.5,4.6,3.7,4.0,3.7,3.8,5.45,5.383333333333333,5.2
2004-03-01,10.4,9.0,4.6,4.7,5.8,5.8,4.6,5.0,3.9,4.2,3.8,3.7,5.62,5.516666666666666,5.3999999999999995
2004-04-01,10.1,8.4,4.4,4.5,5.5,5.4,4.2,4.6,3.9,4.0,3.9,3.6,5.36,5.333333333333333,5.083333333333333
2004-05-01,10.4,9.0,4.6,4.2,6.0,5.2,4.2,4.4,3.9,3.8,4.2,3.6,5.470000000000001,5.55,5.033333333333333
2004-06-01,10.3,9.0,4.4,4.6,4.8,5.5,4.6,4.7,3.9,4.1,4.4,3.7,5.500000000000001,5.3999999999999995,5.266666666666667
2004-07-01,9.9,8.7,4.4,4.4,5.4,6.0,4.3,4.4,3.8,3.6,3.8,3.4,5.33,5.2666666666666675,5.083333333333333
2004-08-01,9.8,8.2,4.4,4.2,5.3,5.6,4.3,4.3,3.9,3.4,4.0,3.4,5.22,5.283333333333333,4.85
2004-09-01,10.3,8.4,4.3,4.2,5.2,5.1,4.3,4.7,3.8,3.4,3.8,3.5,5.25,5.283333333333334,4.883333333333334
2004-10-01,10.1,9.2,4.3,4.2,5.1,5.8,4.0,4.1,3.9,3.2,4.1,3.5,5.299999999999999,5.25,4.999999999999999
2004-11-01,9.9,8.3,4.3,4.2,5.3,5.8,4.1,3.9,3.9,3.4,3.8,3.7,5.210000000000001,5.216666666666667,4.883333333333333
2004-12-01,9.0,8.6,4.3,4.1,5.8,5.4,3.9,4.0,3.9,3.7,3.4,3.4,5.109999999999999,5.05,4.866666666666666
2005-01-01,10.3,8.6,4.1,4.2,4.9,5.5,3.9,4.4,3.7,3.4,3.8,3.0,5.1499999999999995,5.116666666666666,4.8500000000000005
2005-02-01,11.2,8.7,4.1,4.3,5.0,5.6,4.1,4.5,3.5,3.6,3.7,3.4,5.33,5.266666666666667,5.016666666666667
2005-03-01,9.9,8.4,4.0,4.1,5.1,5.6,3.8,3.9,3.4,3.5,3.5,3.5,5.0600000000000005,4.95,4.833333333333333
2005-04-01,9.5,8.2,3.8,4.2,5.0,5.5,3.5,4.2,3.1,3.5,3.5,3.6,4.96,4.733333333333333,4.866666666666666
2005-05-01,9.1,8.5,3.8,4.1,4.7,5.5,3.9,3.9,3.4,3.6,3.0,3.5,4.91,4.6499999999999995,4.8500000000000005
2005-06-01,9.2,8.1,3.7,4.2,4.6,6.0,3.6,4.2,3.4,3.5,3.2,3.2,4.9,4.616666666666666,4.866666666666666
2005-07-01,8.8,7.5,3.7,4.3,4.6,5.7,3.4,4.2,3.6,3.6,3.1,3.6,4.8100000000000005,4.533333333333334,4.816666666666667
2005-08-01,9.8,7.5,3.7,4.0,4.5,5.7,3.6,3.8,3.3,3.2,3.1,3.4,4.79,4.666666666666667,4.6
2005-09-01,9.9,7.2,3.9,4.3,5.0,5.7,3.4,4.1,3.6,3.6,3.3,3.8,4.959999999999999,4.8500000000000005,4.783333333333333
2005-10-01,9.2,7.3,3.7,4.2,4.4,5.3,3.4,4.5,3.6,3.6,3.2,3.2,4.7700000000000005,4.583333333333333,4.683333333333334
2005-11-01,9.2,7.4,3.7,4.3,4.5,5.8,3.7,4.2,3.5,3.6,3.2,3.2,4.830000000000001,4.633333333333333,4.75
2005-12-01,9.1,7.5,3.7,4.0,4.4,5.8,3.6,3.9,3.4,3.3,3.2,3.2,4.74,4.566666666666667,4.616666666666666
2006-01-01,8.9,7.3,3.5,3.9,4.3,5.1,3.2,4.2,3.3,3.2,3.2,3.1,4.58,4.3999999999999995,4.466666666666666
2006-02-01,9.2,8.0,3.7,3.9,5.1,5.3,3.1,4.1,3.3,3.1,2.8,3.0,4.699999999999999,4.533333333333334,4.566666666666666
2006-03-01,8.5,7.0,3.5,3.8,4.4,5.2,3.6,4.1,3.3,3.0,2.6,2.7,4.44,4.316666666666667,4.3
2006-04-01,8.7,7.7,3.6,3.9,4.7,5.2,3.5,4.1,3.1,3.2,3.2,3.0,4.64,4.466666666666667,4.516666666666667
2006-05-01,9.0,7.1,3.6,3.7,4.6,5.0,3.3,3.8,3.5,3.1,3.0,2.9,4.53,4.5,4.266666666666667
2006-06-01,7.9,7.7,3.5,3.7,4.6,4.6,3.3,3.7,3.0,3.4,3.2,2.9,4.430000000000001,4.25,4.333333333333333
2006-07-01,8.8,8.0,3.6,3.8,4.8,4.7,3.2,4.0,3.2,3.3,3.1,3.0,4.61,4.45,4.466666666666667
2006-08-01,9.1,7.1,3.5,3.7,4.3,4.6,3.5,4.1,3.3,3.2,2.9,2.8,4.489999999999999,4.433333333333333,4.25
2006-09-01,8.4,7.4,3.2,3.8,4.0,5.2,3.3,3.6,2.8,3.2,2.6,3.2,4.37,4.050000000000001,4.3999999999999995
2006-10-01,8.8,8.0,3.2,3.4,4.6,4.7,2.7,3.1,2.6,2.9,2.9,3.0,4.33,4.133333333333334,4.183333333333334
2006-11-01,8.9,8.1,3.4,3.6,4.5,4.4,3.4,3.6,2.6,3.1,3.0,3.1,4.47,4.3,4.316666666666667
2006-12-01,8.1,7.4,3.5,3.5,4.2,4.4,3.5,3.9,2.8,2.9,3.2,2.7,4.3100000000000005,4.216666666666667,4.133333333333333
2007-01-01,8.6,7.6,3.7,3.6,5.0,4.7,3.4,3.4,2.9,3.1,3.5,3.1,4.53,4.516666666666667,4.25
2007-02-01,8.3,6.7,3.7,3.5,5.1,4.6,3.4,3.2,3.2,3.2,3.2,3.0,4.390000000000001,4.483333333333333,4.033333333333333
2007-03-01,8.2,7.1,3.5,3.4,4.3,4.4,3.3,3.1,3.1,3.0,3.3,2.9,4.27,4.283333333333334,3.983333333333333
2007-04-01,8.5,7.0,3.5,3.5,4.3,4.5,3.2,3.6,3.2,3.0,3.3,3.0,4.359999999999999,4.333333333333333,4.1000000000000005
2007-05-01,8.4,5.8,3.4,3.5,4.3,4.6,3.0,3.7,3.1,3.0,3.4,3.0,4.2299999999999995,4.266666666666667,3.9333333333333336
2007-06-01,9.0,6.8,3.4,3.6,4.6,4.6,2.9,3.7,3.1,2.9,3.1,3.1,4.380000000000001,4.3500000000000005,4.116666666666666
2007-07-01,9.1,7.4,3.6,3.8,4.3,5.0,3.5,4.0,3.2,3.1,3.4,2.9,4.59,4.516666666666667,4.366666666666666
2007-08-01,9.0,7.6,3.5,3.7,4.7,4.6,3.1,4.1,3.1,3.2,3.3,3.0,4.57,4.45,4.366666666666666
2007-09-01,10.0,7.8,3.5,3.7,4.7,5.0,3.2,3.4,3.0,3.3,3.2,3.0,4.66,4.6,4.366666666666666
2007-10-01,9.2,7.8,3.6,3.7,4.9,4.5,3.3,3.6,3.2,3.6,3.1,3.1,4.630000000000001,4.55,4.383333333333334
2007-11-01,8.9,7.5,3.6,3.8,4.9,4.6,3.3,3.9,3.1,3.5,3.1,3.0,4.58,4.483333333333333,4.383333333333334
2007-12-01,9.8,8.9,3.8,3.8,5.1,4.8,3.7,3.9,3.3,3.7,3.2,3.3,4.970000000000001,4.816666666666667,4.733333333333333
2008-01-01,9.6,8.2,3.9,3.8,5.2,4.9,3.7,3.5,3.4,3.4,3.3,3.2,4.84,4.85,4.499999999999999
2008-02-01,10.1,7.7,3.8,3.8,5.0,4.8,3.4,3.8,3.4,3.4,3.3,3.3,4.819999999999999,4.833333333333333,4.466666666666667
2008-03-01,10.2,8.4,4.0,4.1,5.3,5.3,3.7,4.0,3.5,3.5,3.4,3.4,5.07,5.016666666666667,4.783333333333333
2008-04-01,9.6,7.7,4.1,3.9,5.0,5.1,4.1,3.7,3.9,3.4,3.0,3.3,4.88,4.949999999999999,4.516666666666667
2008-05-01,10.9,9.3,4.2,4.1,5.3,5.0,4.1,4.3,3.7,3.8,3.4,3.1,5.290000000000001,5.266666666666667,4.933333333333334
2008-06-01,11.1,8.8,4.4,4.2,5.4,5.5,4.6,4.3,3.9,3.8,3.4,3.3,5.409999999999998,5.466666666666666,4.983333333333333
2008-07-01,11.6,8.6,4.7,4.3,6.2,5.0,4.9,4.4,3.9,3.8,3.7,3.6,5.57,5.833333333333333,4.95
2008-08-01,11.8,9.4,5.0,4.9,6.5,6.0,4.8,5.4,4.3,4.2,4.2,4.0,6.0600000000000005,6.1000000000000005,5.650000000000001
2008-09-01,12.3,9.5,5.4,4.4,6.7,5.5,5.4,4.6,4.8,3.8,4.5,3.9,6.1,6.516666666666667,5.283333333333333
2008-10-01,13.1,8.3,5.5,5.0,7.1,6.2,5.5,5.3,4.8,4.4,4.6,4.4,6.37,6.766666666666667,5.6000000000000005
2008-11-01,13.0,9.3,6.0,5.3,7.7,6.4,5.5,5.5,5.5,4.6,5.1,4.5,6.710000000000001,7.133333333333334,5.933333333333334
2008-12-01,14.3,10.1,6.6,5.5,8.5,6.6,6.2,5.7,6.2,5.0,5.3,4.8,7.2700000000000005,7.8500000000000005,6.283333333333332
2009-01-01,14.4,10.3,7.2,6.0,9.3,7.1,6.9,6.5,7.0,5.0,5.6,5.3,7.739999999999999,8.4,6.699999999999999
2009-02-01,15.0,11.2,7.8,6.2,10.1,7.8,7.4,6.4,7.3,5.5,6.2,5.3,8.219999999999999,8.966666666666667,7.066666666666666
2009-03-01,16.5,11.3,8.1,6.6,10.4,8.0,8.0,6.5,7.4,6.1,6.6,5.9,8.67,9.5,7.3999999999999995
